APPLE_id100_len1000	100	1000
APPLE_id100_len2000	100	2000
APPLE_id100_len5000	100	5000
APPLE_id100_len10000	100	10000
APPLE_id99_len1000	99	1000
APPLE_id99_len2000	99	2000
APPLE_id99_len5000	99	5000
APPLE_id99_len10000	99	10000
APPLE_id98_len1000	98	1000
APPLE_id98_len2000	98	2000
APPLE_id98_len5000	98	5000
APPLE_id98_len10000	98	10000
APPLE_id97_len1000	97	1000
APPLE_id97_len2000	97	2000
APPLE_id97_len5000	97	5000
APPLE_id97_len10000	97	10000
APPLE_id96_len1000	96	1000
APPLE_id96_len2000	96	2000
APPLE_id96_len5000	96	5000
APPLE_id96_len10000	96	10000
APPLE_id95_len1000	95	1000
APPLE_id95_len2000	95	2000
APPLE_id95_len5000	95	5000
APPLE_id95_len10000	95	10000
APPLE_id94_len1000	94	1000
APPLE_id94_len2000	94	2000
APPLE_id94_len5000	94	5000
APPLE_id94_len10000	94	10000
APPLE_id93_len1000	93	1000
APPLE_id93_len2000	93	2000
APPLE_id93_len5000	93	5000
APPLE_id93_len10000	93	10000
APPLE_id92_len1000	92	1000
APPLE_id92_len2000	92	2000
APPLE_id92_len5000	92	5000
APPLE_id92_len10000	92	10000
APPLE_id91_len1000	91	1000
APPLE_id91_len2000	91	2000
APPLE_id91_len5000	91	5000
APPLE_id91_len10000	91	10000
APPLE_id90_len1000	90	1000
APPLE_id90_len2000	90	2000
APPLE_id90_len5000	90	5000
APPLE_id90_len10000	90	10000
APPLE_id89_len1000	89	1000
APPLE_id89_len2000	89	2000
APPLE_id89_len5000	89	5000
APPLE_id89_len10000	89	10000
APPLE_id88_len1000	88	1000
APPLE_id88_len2000	88	2000
APPLE_id88_len5000	88	5000
APPLE_id88_len10000	88	10000
APPLE_id87_len1000	87	1000
APPLE_id87_len2000	87	2000
APPLE_id87_len5000	87	5000
APPLE_id87_len10000	87	10000
APPLE_id86_len1000	86	1000
APPLE_id86_len2000	86	2000
APPLE_id86_len5000	86	5000
APPLE_id86_len10000	86	10000
APPLE_id85_len1000	85	1000
APPLE_id85_len2000	85	2000
APPLE_id85_len5000	85	5000
APPLE_id85_len10000	85	10000
APPLE_id84_len1000	84	1000
APPLE_id84_len2000	84	2000
APPLE_id84_len5000	84	5000
APPLE_id84_len10000	84	10000
APPLE_id83_len1000	83	1000
APPLE_id83_len2000	83	2000
APPLE_id83_len5000	83	5000
APPLE_id83_len10000	83	10000
APPLE_id82_len1000	82	1000
APPLE_id82_len2000	82	2000
APPLE_id82_len5000	82	5000
APPLE_id82_len10000	82	10000
APPLE_id81_len1000	81	1000
APPLE_id81_len2000	81	2000
APPLE_id81_len5000	81	5000
APPLE_id81_len10000	81	10000
APPLE_id80_len1000	80	1000
APPLE_id80_len2000	80	2000
APPLE_id80_len5000	80	5000
APPLE_id80_len10000	80	10000
APPLE_id79_len1000	79	1000
APPLE_id79_len2000	79	2000
APPLE_id79_len5000	79	5000
APPLE_id79_len10000	79	10000
APPLE_id78_len1000	78	1000
APPLE_id78_len2000	78	2000
APPLE_id78_len5000	78	5000
APPLE_id78_len10000	78	10000
APPLE_id77_len1000	77	1000
APPLE_id77_len2000	77	2000
APPLE_id77_len5000	77	5000
APPLE_id77_len10000	77	10000
APPLE_id76_len1000	76	1000
APPLE_id76_len2000	76	2000
APPLE_id76_len5000	76	5000
APPLE_id76_len10000	76	10000
APPLE_id75_len1000	75	1000
APPLE_id75_len2000	75	2000
APPLE_id75_len5000	75	5000
APPLE_id75_len10000	75	10000
APPLE_id74_len1000	74	1000
APPLE_id74_len2000	74	2000
APPLE_id74_len5000	74	5000
APPLE_id74_len10000	74	10000
APPLE_id73_len1000	73	1000
APPLE_id73_len2000	73	2000
APPLE_id73_len5000	73	5000
APPLE_id73_len10000	73	10000
APPLE_id72_len1000	72	1000
APPLE_id72_len2000	72	2000
APPLE_id72_len5000	72	5000
APPLE_id72_len10000	72	10000
APPLE_id71_len1000	71	1000
APPLE_id71_len2000	71	2000
APPLE_id71_len5000	71	5000
APPLE_id71_len10000	71	10000
APPLE_id70_len1000	70	1000
APPLE_id70_len2000	70	2000
APPLE_id70_len5000	70	5000
APPLE_id70_len10000	70	10000
APPLE_id69_len1000	69	1000
APPLE_id69_len2000	69	2000
APPLE_id69_len5000	69	5000
APPLE_id69_len10000	69	10000
APPLE_id68_len1000	68	1000
APPLE_id68_len2000	68	2000
APPLE_id68_len5000	68	5000
APPLE_id68_len10000	68	10000
APPLE_id67_len1000	67	1000
APPLE_id67_len2000	67	2000
APPLE_id67_len5000	67	5000
APPLE_id67_len10000	67	10000
APPLE_id66_len1000	66	1000
APPLE_id66_len2000	66	2000
APPLE_id66_len5000	66	5000
APPLE_id66_len10000	66	10000
APPLE_id65_len1000	65	1000
APPLE_id65_len2000	65	2000
APPLE_id65_len5000	65	5000
APPLE_id65_len10000	65	10000
APPLE_id64_len1000	64	1000
APPLE_id64_len2000	64	2000
APPLE_id64_len5000	64	5000
APPLE_id64_len10000	64	10000
APPLE_id63_len1000	63	1000
APPLE_id63_len2000	63	2000
APPLE_id63_len5000	63	5000
APPLE_id63_len10000	63	10000
APPLE_id62_len1000	62	1000
APPLE_id62_len2000	62	2000
APPLE_id62_len5000	62	5000
APPLE_id62_len10000	62	10000
APPLE_id61_len1000	61	1000
APPLE_id61_len2000	61	2000
APPLE_id61_len5000	61	5000
APPLE_id61_len10000	61	10000
APPLE_id60_len1000	60	1000
APPLE_id60_len2000	60	2000
APPLE_id60_len5000	60	5000
APPLE_id60_len10000	60	10000
